"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensemble_id","symbol","entrez"
"ENSG00000002834.19",10732.9571895913,-0.196400567325094,0.210516135267522,-0.932947809798568,0.35084691565571,0.999407138421774,"ENSG00000002834","LASP1",3927
"ENSG00000002919.15",150.544522823971,-0.532242553568341,0.495793903168081,-1.07351572935318,0.283039785140038,0.999407138421774,"ENSG00000002919","SNX11",29916
"ENSG00000002933.9",1465.17409140638,-0.0138209686026061,0.217657759841612,-0.0634986256068407,0.94936945364403,0.999407138421774,"ENSG00000002933","TMEM176A",55365
"ENSG00000003056.8",2585.40759026391,-0.614133611925217,0.212489220776082,-2.89018713364469,0.00385012560765618,0.228558564158298,"ENSG00000003056","M6PR",4074
"ENSG00000003096.15",197.351168294047,0.235284672733118,0.413400920478032,0.569144046561504,0.569258388911786,0.999407138421774,"ENSG00000003096","KLHL13",90293
"ENSG00000003147.19",95.4134567437851,-0.00684235703743232,0.550276775112646,-0.0124343918313319,0.990079046388685,0.999407138421774,"ENSG00000003147","ICA1",3382
"ENSG00000003249.15",576.721281376342,0.233125149946,0.278871959996951,0.83595765579497,0.403178725065726,0.999407138421774,"ENSG00000003249","DBNDD1",79007
"ENSG00000003393.16",2540.15809307133,0.218558123635436,0.211767083750064,1.03206843936798,0.302040057490268,0.999407138421774,"ENSG00000003393","ALS2",57679
"ENSG00000003400.16",639.649203226929,0.243747395376129,0.262592679409867,0.928233779875019,0.353286315544557,0.999407138421774,"ENSG00000003400","CASP10",843
"ENSG00000003402.21",3167.24892526358,0.165674847017182,0.208607502303144,0.794194097470314,0.427082444204734,0.999407138421774,"ENSG00000003402","CFLAR",8837
"ENSG00000003436.16",8790.09188136291,-0.0886769863632488,0.18663674943058,-0.475131433834968,0.63469329480212,0.999407138421774,"ENSG00000003436","TFPI",7035
"ENSG00000003509.16",677.316063012536,0.236669000197735,0.266682747119158,0.887455235684924,0.374833856554264,0.999407138421774,"ENSG00000003509","NDUFAF7",55471
"ENSG00000003756.17",2785.01653506962,-0.180934755719739,0.218124268243469,-0.829503095537177,0.406819785887062,0.999407138421774,"ENSG00000003756","RBM5",10181
"ENSG00000003987.14",68.0140298773581,-0.118110137725927,0.814321429993043,-0.145041175849856,0.884678361876517,0.999407138421774,"ENSG00000003987","MTMR7",9108
"ENSG00000003989.18",12231.5357591016,0.186279538818199,0.177479540249177,1.04958317199079,0.293909797320527,0.999407138421774,"ENSG00000003989","SLC7A2",6542
"ENSG00000004059.11",376.262343581334,-0.280816990970786,0.383572596676577,-0.732109106343606,0.464101976086746,0.999407138421774,"ENSG00000004059","ARF5",381
"ENSG00000004139.14",321.01025742332,-0.0457609045809004,0.46488840528711,-0.0984341705675343,0.921587542232933,0.999407138421774,"ENSG00000004139","SARM1",23098
"ENSG00000004142.12",2726.0542237125,0.175594773043896,0.199944566707393,0.87821727759609,0.379825817512104,0.999407138421774,"ENSG00000004142","POLDIP2",26073
"ENSG00000004399.13",92.1697636438259,0.851529933697566,0.67518895758425,1.26117277857186,0.207246603901259,0.999407138421774,"ENSG00000004399","PLXND1",23129
"ENSG00000004455.18",4705.11316109488,0.100031857926396,0.20649508535722,0.48442730611893,0.628082643281683,0.999407138421774,"ENSG00000004455","AK2",204
"ENSG00000004468.13",59.8985500806802,1.54440710296416,0.753906844601251,2.0485383758268,0.0405072758467433,0.679744082192215,"ENSG00000004468","CD38",952
"ENSG00000004478.8",4182.57714478349,0.0166206771591771,0.199498802364799,0.0833121650965349,0.933603327575446,0.999407138421774,"ENSG00000004478","FKBP4",2288
"ENSG00000004487.18",2882.47999129375,-0.0836891061418547,0.209098837700159,-0.400237070001615,0.688981913454247,0.999407138421774,"ENSG00000004487","KDM1A",23028
"ENSG00000004534.15",2549.52295553468,-0.220917665981905,0.20521501786187,-1.07651802623239,0.281695643418416,0.999407138421774,"ENSG00000004534","RBM6",10180
"ENSG00000004660.15",17.3602466976733,-0.267146931312157,1.23279045274855,-0.216701006011642,0.828441363949915,0.999407138421774,"ENSG00000004660","CAMKK1",84254
"ENSG00000004700.16",1875.95757790218,0.300763465019292,0.219090024572293,1.37278484315496,0.169819244034244,0.986277898841651,"ENSG00000004700","RECQL",5965
"ENSG00000004766.17",965.784492773243,0.0874338508472766,0.268486103524321,0.325655032791507,0.744685369696931,0.999407138421774,"ENSG00000004766","VPS50",55610
"ENSG00000004776.13",7.77880680456043,3.0091912716122,1.91219056482551,1.57368796131823,0.11555960637184,NA,"ENSG00000004776","HSPB6",126393
"ENSG00000004777.19",4.7677624229869,0.916988750699109,2.45401977892979,0.373668035837515,0.708651309114599,NA,"ENSG00000004777","ARHGAP33",115703
"ENSG00000004779.10",1125.28817306303,0.148933071863743,0.256849582779009,0.579845488757847,0.562018818649602,0.999407138421774,"ENSG00000004779","NDUFAB1",4706
"ENSG00000004799.8",1150.1872100437,-0.360505132100504,0.243046706279292,-1.48327511867714,0.138001330188293,0.950857204320384,"ENSG00000004799","PDK4",5166
"ENSG00000004838.14",1.64164470382151,3.96685635814825,4.34602097022761,0.912755917498598,0.361370927604702,NA,"ENSG00000004838","ZMYND10",51364
"ENSG00000004846.17",6.38341306130891,1.90984777500288,2.1868906393137,0.873316543895507,0.382490565533022,NA,"ENSG00000004846","ABCB5",340273
"ENSG00000004864.14",2842.05265175184,0.00460664742924344,0.232960298151865,0.0197743884506896,0.984223348943856,0.999407138421774,"ENSG00000004864","SLC25A13",10165
"ENSG00000004866.22",560.790414284573,0.266520334813362,0.291538629859475,0.914185317197341,0.360619477965752,0.999407138421774,"ENSG00000004866","ST7",102466616
"ENSG00000004897.12",2368.24774872389,0.216054265406854,0.226131321804071,0.95543714901225,0.33935667512283,0.999407138421774,"ENSG00000004897","CDC27",996
"ENSG00000004939.16",9.68311279325233,0.474992691213982,1.63819532037676,0.289948753549572,0.771855442921519,0.999407138421774,"ENSG00000004939","SLC4A1",6521
"ENSG00000004961.15",492.425203352728,0.700511953680516,0.307790437158796,2.27593800556938,0.0228497203707941,0.549461614856296,"ENSG00000004961","HCCS",3052
"ENSG00000004975.12",188.042723686498,-0.181676582980682,0.421995271521753,-0.430518053734441,0.666818836800506,0.999407138421774,"ENSG00000004975","DVL2",1856
"ENSG00000005007.14",843.77189270889,0.210291620917989,0.246158292464798,0.854294278743677,0.392941956422457,0.999407138421774,"ENSG00000005007","UPF1",5976
"ENSG00000005020.13",504.336500579105,-0.198918502054519,0.286133362904005,-0.695195065810112,0.486933064124204,0.999407138421774,"ENSG00000005020","SKAP2",8935
"ENSG00000005022.6",2187.12702665811,0.288531357481392,0.233360427684171,1.23641938928861,0.216302712572493,0.999407138421774,"ENSG00000005022","SLC25A5",292
"ENSG00000005059.16",126.14199015629,0.0523786381790298,0.524548377981307,0.099854732904915,0.920459654570128,0.999407138421774,"ENSG00000005059","MCUB",55013
"ENSG00000005075.16",632.997811633201,0.196665521786478,0.271239569937282,0.725062061674676,0.468413957542526,0.999407138421774,"ENSG00000005075","POLR2J",5439
"ENSG00000005100.13",375.490213321873,0.312115842817126,0.34010230647239,0.917711632286338,0.35876985613699,0.999407138421774,"ENSG00000005100","DHX33",56919
"ENSG00000005108.17",54.7878902666153,1.94798467032961,0.773343127754803,2.51891379184434,0.0117717474315865,0.393629607966366,"ENSG00000005108","THSD7A",221981
"ENSG00000005156.12",766.275488101902,-0.0335651155162742,0.25076766057256,-0.133849458258044,0.893521617001591,0.999407138421774,"ENSG00000005156","LIG3",3980
"ENSG00000005175.10",599.678192568792,0.440858088658918,0.287730050448934,1.53219341522049,0.125474712981603,0.934505994114054,"ENSG00000005175","RPAP3",79657
"ENSG00000005187.12",520.10635242204,-0.696905597916726,0.28753776500182,-2.42370110205286,0.0153632444593723,0.45937211966998,"ENSG00000005187","ACSM3",6296
"ENSG00000005189.20",94.0496275180273,-0.816990177393594,0.574237835384822,-1.42273832731013,0.154812025508989,0.972578294214044,"ENSG00000005189","AC004381.6",81691
"ENSG00000005194.15",886.265207125975,-0.498340736759505,0.334833090494423,-1.48832582832134,0.136664986672837,0.950780070435258,"ENSG00000005194","CIAPIN1",57019
"ENSG00000005206.17",228.118204439932,-0.521323619021469,0.511646921970183,-1.0189128413282,0.308244346740474,0.999407138421774,"ENSG00000005206","SPPL2B",56928
"ENSG00000005238.20",304.707766168568,-0.378174616908847,0.530443657201897,-0.712940218578024,0.475882750569014,0.999407138421774,"ENSG00000005238","FAM214B",80256
"ENSG00000005243.10",278.024850334721,-0.202015438522335,0.351695687314518,-0.574404082304467,0.565694391073735,0.999407138421774,"ENSG00000005243","COPZ2",51226
"ENSG00000005249.14",30.4572263083261,-0.32399722596504,0.991317438371732,-0.326834990915942,0.743792692601073,0.999407138421774,"ENSG00000005249","PRKAR2B",5577
"ENSG00000005302.19",672.374812569228,-0.242125421650422,0.263252885738655,-0.919744605917794,0.357706236858002,0.999407138421774,"ENSG00000005302","MSL3",10943
"ENSG00000005339.15",777.807921334611,0.103399655227499,0.398242097531105,0.259640193411304,0.795141329407693,0.999407138421774,"ENSG00000005339","CREBBP",1387
"ENSG00000005379.17",50.4108811434737,-0.329479535824344,0.903812461978856,-0.364544139060623,0.715451719699229,0.999407138421774,"ENSG00000005379","TSPOAP1",9256
"ENSG00000005421.9",3144.11431347085,-0.0941072405894071,0.199770641294889,-0.471076430347399,0.637586155860272,0.999407138421774,"ENSG00000005421","PON1",5444
"ENSG00000005436.14",829.029755712562,-0.165477444955033,0.259055596680275,-0.638771935737271,0.522971307720105,0.999407138421774,"ENSG00000005436","GCFC2",6936
"ENSG00000005448.17",98.464444359024,-0.528081033112425,0.542375263474735,-0.973645128520919,0.330232770842981,0.999407138421774,"ENSG00000005448","WDR54",84058
"ENSG00000005469.12",1037.4008096624,-0.136991995870321,0.24123933489085,-0.567867574051735,0.570124891307571,0.999407138421774,"ENSG00000005469","CROT",54677
"ENSG00000005471.19",4905.16410529312,0.0505146651890759,0.214262129560461,0.235761052560721,0.813618091828491,0.999407138421774,"ENSG00000005471","ABCB4",5244
"ENSG00000005483.23",2292.91562417942,0.185969610845847,0.206288452374014,0.90150276811749,0.367321062703488,0.999407138421774,"ENSG00000005483","KMT2E",55904
"ENSG00000005486.17",275.61553123377,-0.117026756468201,0.507628593826145,-0.23053617918986,0.817675153541061,0.999407138421774,"ENSG00000005486","RHBDD2",57414
"ENSG00000005700.15",5050.41928647638,0.374118504666351,0.191837461279381,1.95018481881131,0.0511540945669436,0.723679984902938,"ENSG00000005700","IBTK",25998
"ENSG00000005801.18",640.03671459431,0.14990342277732,0.265415228891077,0.564788325838071,0.572217748450133,0.999407138421774,"ENSG00000005801","ZNF195",7748
"ENSG00000005810.20",3580.25213252514,0.0170887761325283,0.196902821297353,0.0867878683501529,0.930840130890614,0.999407138421774,"ENSG00000005810","MYCBP2",23077
"ENSG00000005812.11",1219.98983866825,-0.078518082027444,0.223908888439614,-0.35066978615554,0.725836095021264,0.999407138421774,"ENSG00000005812","FBXL3",26224
"ENSG00000005844.19",239.168141029302,0.209239655491074,0.411920447578231,0.507961322923489,0.611480467609383,0.999407138421774,"ENSG00000005844","ITGAL",3683
"ENSG00000005882.12",221.6905814154,-0.023037770374131,0.393295688882886,-0.0585762087542004,0.953289660800637,0.999407138421774,"ENSG00000005882","PDK2",5164
"ENSG00000005884.18",73.7119022008541,1.31563229756493,0.640857114664965,2.05292610077792,0.0400797451891481,0.679518045828367,"ENSG00000005884","ITGA3",3675
"ENSG00000005889.16",1559.90930278182,0.304305974246476,0.24257213289606,1.25449684023213,0.209661473511865,0.999407138421774,"ENSG00000005889","ZFX",7543
"ENSG00000005893.17",9663.31745841323,0.187688523915572,0.213637669536861,0.87853665658522,0.379652553926785,0.999407138421774,"ENSG00000005893","LAMP2",3920
"ENSG00000005961.19",4.71585672206621,1.20066793080993,2.23549148791443,0.537093492550079,0.591203035601482,NA,"ENSG00000005961","ITGA2B",3674
"ENSG00000005981.13",12.3313912464043,-0.176218637256182,1.42430678378863,-0.123722388506389,0.901535084391059,0.999407138421774,"ENSG00000005981","ASB4",51666
"ENSG00000006007.12",1215.82175634728,0.0421575537799867,0.228801331783368,0.184253970251808,0.853814222037927,0.999407138421774,"ENSG00000006007","GDE1",51573
"ENSG00000006015.18",246.911055349026,-0.449778076133659,0.372478106499499,-1.20752889441104,0.227228524332872,0.999407138421774,"ENSG00000006015","C19orf60",55049
"ENSG00000006016.12",40.05292890772,-1.21075529095253,0.888413548691847,-1.36282848537747,0.17293657142367,0.986926189810803,"ENSG00000006016","CRLF1",9244
"ENSG00000006025.13",5.30794110565059,-2.30978288582186,2.63581569014817,-0.876306675939098,0.380863336755171,NA,"ENSG00000006025","OSBPL7",114881
"ENSG00000006042.12",129.175723034244,0.256997712764886,0.486528271264338,0.528227706268801,0.597341301498187,0.999407138421774,"ENSG00000006042","TMEM98",26022
"ENSG00000006047.13",16.2050964440779,0.176101888375029,1.36523465708559,0.128990197737112,0.897365405102867,0.999407138421774,"ENSG00000006047","YBX2",51087
"ENSG00000006062.18",199.825075644704,1.10852463138768,0.510244232657351,2.17253730750563,0.0298151587965082,0.618044090469042,"ENSG00000006062","MAP3K14",9020
"ENSG00000006071.16",4.18876996357054,2.44188821239284,2.69328976489223,0.906656329453863,0.364588563834156,NA,"ENSG00000006071","ABCC8",6833
"ENSG00000006118.15",214.037938825636,0.0144862074132945,0.412995670216046,0.0350759304709332,0.972019194300728,0.999407138421774,"ENSG00000006118","TMEM132A",54972
"ENSG00000006125.18",2108.61512208942,0.697923029463282,0.261898884182747,2.66485682686715,0.00770211063177923,0.32107531853677,"ENSG00000006125","AP2B1",163
"ENSG00000006194.11",371.992658455144,-0.0694756518465377,0.389490210263066,-0.178375861615657,0.858427804930597,0.999407138421774,"ENSG00000006194","ZNF263",10127
"ENSG00000006210.7",1110.02265736361,-0.0713769562681448,0.271297172777754,-0.263095098033391,0.792477282096594,0.999407138421774,"ENSG00000006210","CX3CL1",6376
"ENSG00000006282.22",1178.2568987989,-0.130259482322138,0.27118846370132,-0.480328257862775,0.630993998728455,0.999407138421774,"ENSG00000006282","SPATA20",64847
"ENSG00000006327.14",1894.0271042536,-0.000518418514889785,0.236512653846477,-0.00219192718215532,0.998251096543402,0.99986670661647,"ENSG00000006327","TNFRSF12A",51330
"ENSG00000006432.16",388.295219461593,0.925054996661299,0.343450669571978,2.69341445108883,0.00707242928295897,0.304292892016118,"ENSG00000006432","MAP3K9",4293
"ENSG00000006451.8",538.688183549133,0.328647204737446,0.34104192953463,0.963656302279029,0.335218269246203,0.999407138421774,"ENSG00000006451","RALA",5898
"ENSG00000006453.14",3698.50455131841,0.225301808499354,0.224416039987061,1.00394699288136,0.315404164000886,0.999407138421774,"ENSG00000006453","BAIAP2L1",55971
"ENSG00000006459.11",436.69192723815,0.376835370067007,0.336650182465045,1.1193677879742,0.262983267225348,0.999407138421774,"ENSG00000006459","KDM7A",80853
"ENSG00000006468.15",695.776601082623,0.204680939345353,0.313194886263372,0.653525802376072,0.513417360627931,0.999407138421774,"ENSG00000006468","ETV1",2115
"ENSG00000006530.18",507.268285561783,-0.340784443510526,0.363749522140361,-0.936865680277174,0.348827654829593,0.999407138421774,"ENSG00000006530","AGK",55750
"ENSG00000006534.17",70.8496348213377,-0.489523771034242,0.76918074059191,-0.636422293487922,0.524501214113589,0.999407138421774,"ENSG00000006534","ALDH3B1",221
"ENSG00000006555.11",190.31804180925,-0.117776273662995,0.448693478104806,-0.262487153057046,0.792945888609031,0.999407138421774,"ENSG00000006555","TTC22",55001
"ENSG00000006576.17",485.775356381621,0.501145865297121,0.307737604561809,1.62848432517927,0.103422230248704,0.887104534629828,"ENSG00000006576","PHTF2",57157
"ENSG00000006607.14",776.421406443247,0.124384080620102,0.311797225495436,0.39892619449214,0.68994758751648,0.999407138421774,"ENSG00000006607","FARP2",9855
"ENSG00000006611.17",4.98965544779346,0.679598121404765,2.49765623581883,0.272094338547741,0.785549482568165,NA,"ENSG00000006611","USH1C",10083
"ENSG00000006625.18",825.912310723545,-0.0358729178548925,0.249134918407415,-0.14398992354909,0.885508426560366,0.999407138421774,"ENSG00000006625","GGCT",79017
"ENSG00000006634.8",150.340736299174,-0.662910868492223,0.462795769016244,-1.43240477306298,0.15202801334723,0.967727689983268,"ENSG00000006634","DBF4",10926
"ENSG00000006638.13",34.0535269858765,-0.835083078556178,0.879263586265153,-0.949752829072973,0.342237859387134,0.999407138421774,"ENSG00000006638","TBXA2R",6915
"ENSG00000006652.15",1288.2795822377,-0.163935978229324,0.262585867766897,-0.624313789708031,0.532421529522645,0.999407138421774,"ENSG00000006652","IFRD1",3475
"ENSG00000006695.12",387.938064674932,-0.166247732593342,0.310351304861879,-0.53567595814469,0.592182522251701,0.999407138421774,"ENSG00000006695","COX10",1352
"ENSG00000006704.11",99.0298353947102,0.155948346305456,0.644269451513666,0.24205454090531,0.808737901961294,0.999407138421774,"ENSG00000006704","GTF2IRD1",9569
"ENSG00000006712.15",1520.55598517351,0.326615703135291,0.239101919117453,1.36601037892485,0.171935705757042,0.986926189810803,"ENSG00000006712","PAF1",54623
"ENSG00000006715.16",1681.03456290222,-0.375621168726166,0.229940399392747,-1.63355882532234,0.102351519407669,0.884770456898866,"ENSG00000006715","VPS41",27072
"ENSG00000006740.18",28.6575775244168,-0.181169366353512,1.08860705324043,-0.166423105393475,0.867823992022651,0.999407138421774,"ENSG00000006740","ARHGAP44",9912
"ENSG00000006744.19",1737.61847884483,0.194438433047478,0.211355226750784,0.919960372102589,0.357593468059715,0.999407138421774,"ENSG00000006744","ELAC2",60528
"ENSG00000006747.15",34.5020292738807,0.845979107669555,1.2034179917208,0.702980272432081,0.482068043681653,0.999407138421774,"ENSG00000006747","SCIN",85477
"ENSG00000006756.16",831.738983523935,0.181372352839942,0.254102946758127,0.713775086648583,0.475366267361552,0.999407138421774,"ENSG00000006756","ARSD",414
"ENSG00000006757.12",249.121259610476,0.184163651752667,0.371291374513031,0.496008430021322,0.61988846328538,0.999407138421774,"ENSG00000006757","PNPLA4",8228
"ENSG00000006831.10",3104.33995060232,0.144133749038042,0.202268307367495,0.712586914450071,0.476101411426207,0.999407138421774,"ENSG00000006831","ADIPOR2",79602
"ENSG00000006837.12",23.3063920062619,0.84282855280868,1.05953268596661,0.795471969833348,0.426339009750123,0.999407138421774,"ENSG00000006837","CDKL3",51265
"ENSG00000007047.16",261.500066347351,0.349974588313882,0.373211744530773,0.937737339305584,0.348379409851816,0.999407138421774,"ENSG00000007047","MARK4",57787
"ENSG00000007062.12",47.8585149131817,0.714686077738027,0.796686850405729,0.897072767517198,0.369680089042832,0.999407138421774,"ENSG00000007062","PROM1",8842
"ENSG00000007080.11",404.007425117856,0.96594551454704,0.380122508153883,2.54114264171908,0.0110490831886737,0.382416515749687,"ENSG00000007080","CCDC124",115098
"ENSG00000007168.14",2958.5862141803,0.0580857892134051,0.200600361952714,0.28955974280394,0.772153068677956,0.999407138421774,"ENSG00000007168","PAFAH1B1",5048
"ENSG00000007171.19",4.81771545414459,1.29983964933759,2.40331077805474,0.540853751086528,0.588608390716019,NA,"ENSG00000007171","NOS2",4843
"ENSG00000007202.16",5573.89719304826,-0.0382714598043051,0.19434361695184,-0.19692676510075,0.843884848258268,0.999407138421774,"ENSG00000007202","KIAA0100",9703
"ENSG00000007237.19",12.7363542240799,-1.80474397370285,1.68577616920544,-1.07057153059263,0.284362130094731,0.999407138421774,"ENSG00000007237","GAS7",8522
"ENSG00000007255.10",58.5805174424993,-0.189739983840758,0.688207987356195,-0.275701513679984,0.782777332926688,0.999407138421774,"ENSG00000007255","TRAPPC6A",79090
"ENSG00000007341.19",420.645101077798,-0.264798840411087,0.335537377105912,-0.789178370216273,0.430007762039836,0.999407138421774,"ENSG00000007341","ST7L",54879
"ENSG00000007372.25",4.60516241043749,-1.53073776341118,2.67904880231641,-0.571373601737917,0.567746419514832,NA,"ENSG00000007372","PAX6",5080
"ENSG00000007376.8",47.9035167723908,-0.117940884127503,0.771995161576696,-0.152774123462931,0.878576404640496,0.999407138421774,"ENSG00000007376","RPUSD1",113000
"ENSG00000007384.15",157.475275815244,-0.428819038984391,0.447896907608746,-0.957405670143585,0.338362537627566,0.999407138421774,"ENSG00000007384","RHBDF1",64285
"ENSG00000007392.17",586.843505979812,-0.179245175545012,0.273539384419062,-0.655281051851782,0.512286818078807,0.999407138421774,"ENSG00000007392","LUC7L",55692
"ENSG00000007402.12",15.7195184088948,-2.26162030280377,1.55766775370077,-1.45192727873484,0.146521826677849,0.96363812842937,"ENSG00000007402","CACNA2D2",9254
"ENSG00000007516.15",23.697350508558,-1.62638301612113,1.1487800335849,-1.41574798357682,0.156849304063472,0.973669783258675,"ENSG00000007516","BAIAP3",8938
"ENSG00000007520.4",565.780477863173,-0.162140975062723,0.27924262788801,-0.580645499181268,0.561479400547474,0.999407138421774,"ENSG00000007520","TSR3",115939
"ENSG00000007541.17",136.645431259037,0.21447106685678,0.469358364694364,0.456945232022101,0.647710411496757,0.999407138421774,"ENSG00000007541","PIGQ",9091
"ENSG00000007545.16",267.959466285422,0.507951399878949,0.539024965032629,0.942352270916063,0.346012314827458,0.999407138421774,"ENSG00000007545","CRAMP1",57585
"ENSG00000007866.22",129.347197395535,0.165048235376617,0.476438757496768,0.34642067375834,0.729026590448881,0.999407138421774,"ENSG00000007866","TEAD3",7005
"ENSG00000007923.17",1160.53272844501,-0.523148532788788,0.275064441504582,-1.90191262064702,0.0571825789661793,0.741745077089218,"ENSG00000007923","DNAJC11",55735
"ENSG00000007933.13",1355.97937133637,-0.198636306772813,0.221426171742217,-0.89707691376277,0.369677876726113,0.999407138421774,"ENSG00000007933","FMO3",2328
"ENSG00000007944.15",55.6063163186096,0.67675207029533,0.749962157135752,0.902381625334237,0.366854178520642,0.999407138421774,"ENSG00000007944","MYLIP",29116
"ENSG00000007968.7",25.4282160667681,1.77164456762098,1.36690683012772,1.29609753098932,0.194941885510672,0.999407138421774,"ENSG00000007968","E2F2",1870
"ENSG00000008018.9",3229.65801000196,-0.0930000607888182,0.200556939933415,-0.463709013608275,0.642856238459912,0.999407138421774,"ENSG00000008018","PSMB1",5689
"ENSG00000008056.14",2.43653516536501,4.53322011755019,4.10654459543065,1.10390134873838,0.269635933753156,NA,"ENSG00000008056","SYN1",6853
"ENSG00000008083.14",232.617422900495,0.212528466074911,0.376432828592226,0.564585365388348,0.57235582167515,0.999407138421774,"ENSG00000008083","JARID2",3720
"ENSG00000008086.13",280.740745955346,0.375254269920402,0.355973842650156,1.05416248319457,0.291808533228387,0.999407138421774,"ENSG00000008086","CDKL5",6792
"ENSG00000008118.10",2.71348814483473,4.67274597238748,3.96608331140139,1.17817645407363,0.238726267444791,NA,"ENSG00000008118","CAMK1G",57172
"ENSG00000008128.23",252.438626122405,0.261793437613728,0.462350455284743,0.566222947596105,0.57124223223077,0.999407138421774,"ENSG00000008128","CDK11A",728642
"ENSG00000008130.15",1886.31911270824,0.0779502246968354,0.209323998171331,0.372390291499369,0.709602281264308,0.999407138421774,"ENSG00000008130","NADK",65220
"ENSG00000008226.20",79.8325800468854,-0.0243010769250471,0.618178772399168,-0.0393107592982108,0.968642628568538,0.999407138421774,"ENSG00000008226","DLEC1",9940
"ENSG00000008256.17",125.086560622012,1.32197455295814,0.505976705680395,2.6127182103778,0.00898253298453176,0.345293721837769,"ENSG00000008256","CYTH3",9265
"ENSG00000008277.15",12.0746299414962,-1.06551999403018,1.82431249240969,-0.584066599589394,0.559175505252219,0.999407138421774,"ENSG00000008277","ADAM22",53616
"ENSG00000008282.10",712.375095109995,0.460239863696261,0.390579291814876,1.17835193350292,0.238656331677078,0.999407138421774,"ENSG00000008282","SYPL1",6856
"ENSG00000008283.16",300.028807881633,0.383555081851353,0.338236588349696,1.13398459854025,0.256801008475059,0.999407138421774,"ENSG00000008283","CYB561",1534
